INDEX_,HOUR,DAYOFWEEK,VISIBILITY,LIGHT,RDSFCOND,TEMP,REL_HUMID,LOCCOORD,TRAFFCTL,ROADCLASS,SPEEDLMT,VEH_ADT,PED_ADT,LAND_USE,POP_2021,PRIV_DWELL,LAND_AREA,INVAGE,PEDCOND,PEDACT,VEHINV,VIOL,INJURY
6688159,12,weekday,Clear,Daylight,Dry,27.7,0.45,Intersection,No Control,Minor Arterial,60,198.0,80.0,Residential,668,279,261,Over 65,Normal,Other,automobile,speeding,Major
6668702,19,weekday,Clear,Daylight,Dry,23.1,0.61,Intersection,Other Traffic Control,Minor Arterial,60,176.0,4.0,Residential,498,181,166,Unknown,Unknown,Unknown,automobile,speeding,Major
6672587,19,weekday,Clear,Dusk,Dry,23.1,0.61,Intersection,Other Traffic Control,Minor Arterial,60,176.0,4.0,Residential,498,181,166,Over 65,Normal,Crossing with ROW and no control,automobile,speeding,Major
6696764,8,weekday,Clear,Daylight,Dry,22.2,0.86,Intersection,Traffic Signal including Transit,Major Arterial,60,704.0,47.0,Residential,485,133,128,45 to 64,Normal,Crossing with ROW,automobile,aggressive driving,Major
6692636,18,weekday,Clear,Daylight,Dry,22.7,0.7,Intersection,Traffic Signal including Transit,Minor Arterial,60,232.0,321.0,Parks,3878,3210,2492,15 to 29,Normal,Crossing with ROW,automobile,aggressive driving,Major
7559053,20,weekday,Clear,Dark,Dry,21.3,0.91,Intersection,No Control,Local,50,83.0,2.0,Residential,544,183,178,15 to 29,Normal,Crossing with ROW,automobile,aggressive driving,Major
7559054,20,weekday,Clear,Dark,Dry,21.3,0.91,Intersection,No Control,Local,50,83.0,2.0,Residential,544,183,178,15 to 29,Normal,Crossing with ROW,automobile,aggressive driving,Minor
6672593,10,weekend,Clear,Daylight,Dry,24.9,0.8,Midblock,No Control,Major Arterial,60,640.0,10.0,Residential,874,260,254,30 to 44,Other,Crossing without ROW,transit vehicle,speeding,Major
6675311,13,weekday,Clear,Daylight,Dry,26.4,0.63,Intersection,Other Traffic Control,Minor Arterial,60,181.0,10.0,Parks,464,192,184,Unknown,Unknown,Unknown,automobile,speeding,Major
6675314,19,weekday,Clear,Dark,Dry,18.3,0.68,Intersection,Traffic Signal including Transit,Major Arterial,60,831.0,2.0,Parks,9625,6612,5892,15 to 29,Unknown,Crossing without ROW,automobile,speeding,Major
6701884,14,weekday,Clear,Daylight,Dry,20.7,0.57,Intersection,Other Traffic Control,Major Arterial,60,53.0,43.0,Mixed Use,793,635,526,Over 65,Distracted,Crossing without ROW,automobile,speeding,Major
6677879,3,weekend,Clear,Dark,Dry,11.5,0.82,Intersection,Other Traffic Control,Major Arterial,60,590.0,17.0,Residential,471,180,172,Unknown,Unknown,Unknown,automobile,speeding,Major
6702824,19,weekday,Rain,Dark,Wet,17.0,0.99,Intersection,Traffic Signal including Transit,Major Arterial,60,785.0,3.0,Natural areas,603,359,312,30 to 44,Normal,Crossing with ROW,automobile,aggressive driving,Major
6703964,23,weekday,Rain,Dark,Wet,19.0,0.98,Intersection,Traffic Signal including Transit,Major Arterial,60,613.0,157.0,Residential,747,341,330,45 to 64,Normal,Crossing with ROW,automobile,aggressive driving,Major
6704557,9,weekday,Clear,Daylight,Dry,19.6,0.7,Midblock,No Control,Major Arterial,60,384.0,8.0,Residential,573,214,209,15 to 29,Distracted,Crossing with ROW and no control,automobile,speeding,Major
6680140,16,weekday,Clear,Daylight,Dry,22.8,0.5,Intersection,Traffic Signal including Transit,Major Arterial,60,394.0,17.0,Commercial,843,467,414,15 to 29,Distracted,Other,automobile,speeding,Major
6679376,19,weekday,Rain,Dark,Wet,18.4,1.0,Intersection,Traffic Signal including Transit,Major Arterial,60,863.0,13.0,Parks,45,38,16,Over 65,Distracted,Crossing without ROW,automobile,speeding,Fatal
6705452,1,weekend,Clear,Dark,Dry,16.7,0.87,Midblock,No Control,Major Arterial,60,312.0,93.0,Residential,488,252,228,45 to 64,Normal,Crossing with ROW and no control,automobile,speeding,Major
6679798,19,weekend,Clear,Dark,Dry,20.1,0.67,Intersection,No Control,Major Arterial,60,618.0,12.0,Residential,607,186,166,45 to 64,Unknown,Crossing with ROW and no control,automobile,speeding,Major
6705830,19,weekday,Clear,Daylight,Dry,20.0,0.87,Midblock,No Control,Local,50,461.0,4.0,Residential,410,154,133,Under 15,Distracted,Other,automobile,speeding,Major
6805654,8,weekday,Clear,Daylight,Dry,16.8,0.97,Intersection,Other Traffic Control,Major Arterial,60,518.0,6.0,Parks,1340,580,552,Over 65,Normal,Crossing with ROW,automobile,aggressive driving,Major
6707452,15,weekday,Clear,Daylight,Dry,17.1,0.83,Intersection,Traffic Signal including Transit,Collector,50,212.0,231.0,Regeneration,2513,1947,1628,45 to 64,Normal,Crossing with ROW,automobile,aggressive driving,Major
6707420,19,weekday,Rain,Dark,Wet,12.6,0.94,Intersection,Traffic Signal including Transit,Major Arterial,60,297.0,76.0,Parks,144,1,0,30 to 44,Normal,Crossing without ROW,automobile,speeding,Minor
6707421,19,weekday,Rain,Dark,Wet,12.6,0.94,Intersection,Traffic Signal including Transit,Major Arterial,60,297.0,76.0,Parks,144,1,0,30 to 44,Normal,Crossing without ROW,automobile,speeding,Major
6685866,6,weekday,Rain,Daylight,Wet,11.0,0.99,Intersection,No Control,Major Arterial,60,532.0,5.0,Commercial,572,177,162,30 to 44,Normal,Crossing with ROW and no control,automobile,aggressive driving,Major
6683664,8,weekday,Clear,Daylight,Dry,11.3,0.87,Intersection,Traffic Signal including Transit,Major Arterial,60,484.0,12.0,Parks,1144,387,371,30 to 44,Distracted,Crossing without ROW,automobile,speeding,Major
7559067,19,weekday,Clear,Dark,Dry,13.4,0.68,Intersection,No Control,Major Arterial,60,308.0,5.0,Residential,1111,424,411,Over 65,Unknown,Unknown,automobile,speeding,Major
6708761,20,weekday,Clear,Dark,Dry,13.9,0.71,Midblock,No Control,Local,50,442.0,6.0,Natural areas,570,200,193,45 to 64,Distracted,Other,cyclist,speeding,Major
6710484,0,weekday,Clear,Dark,Dry,12.3,0.85,Intersection,Traffic Signal including Transit,Major Arterial,60,506.0,35.0,Mixed Use,1217,460,433,15 to 29,Normal,Crossing with ROW,automobile,aggressive driving,Major
6710362,10,weekday,Clear,Daylight,Dry,17.9,0.52,Intersection,No Control,Collector,50,581.0,46.0,Mixed Use,1476,625,597,15 to 29,Normal,Other,automobile,speeding,Major
6712121,8,weekend,Clear,Daylight,Dry,16.7,0.91,Intersection,Traffic Signal including Transit,Major Arterial,60,1247.0,48.0,Residential,864,273,263,30 to 44,Unknown,Crossing without ROW,automobile,aggressive driving,Major
6712160,16,weekend,Clear,Daylight,Dry,23.8,0.63,Intersection,Other Traffic Control,Major Arterial,60,343.0,6.0,Residential,493,194,186,15 to 29,Normal,Crossing with ROW,automobile,aggressive driving,Major
6685150,4,weekday,Clear,Dark,Dry,15.0,0.9,Intersection,No Control,Minor Arterial,60,236.0,14.0,Other Open Space,1256,699,644,15 to 29,Unknown,Other,automobile,speeding,Major
6693241,13,weekday,Clear,Daylight,Other,19.0,0.85,Intersection,No Control,Major Arterial,60,472.0,288.0,Residential,500,208,202,Unknown,Unknown,Unknown,automobile,speeding,Major
6258788,18,weekday,Clear,Dark,Dry,6.3,0.99,Midblock,No Control,Minor Arterial,60,199.0,17.0,Residential,502,197,194,45 to 64,Impaired - Alcohol (BAC = Normal),Crossing with ROW and no control,automobile,speeding,Major
7559178,18,weekday,Clear,Dusk,Dry,17.0,0.94,Intersection,Traffic Signal including Transit,Major Arterial,60,521.0,19.0,Residential,1437,708,686,45 to 64,Unknown,Other,automobile,aggressive driving,Major
6805632,7,weekday,Clear,Daylight,Wet,17.5,0.95,Midblock,No Control,Major Arterial,60,410.0,1.0,Parks,358,124,121,Over 65,Normal,Other,automobile,speeding,Major
6712713,8,weekday,Clear,Daylight,Dry,9.5,0.69,Intersection,Other Traffic Control,Major Arterial,60,303.0,66.0,Residential,485,229,194,Over 65,Normal,Crossing with ROW and no control,automobile,aggressive driving,Major
6688418,5,weekday,Clear,Dark,Other,9.2,0.73,Intersection,No Control,Major Arterial,60,372.0,12.0,Residential,515,169,158,45 to 64,Distracted,Crossing with ROW and no control,automobile,speeding,Fatal
6712986,5,weekday,Clear,Dark,Dry,9.2,0.73,Intersection,Traffic Signal including Transit,Minor Arterial,60,398.0,66.0,Residential,281,158,133,45 to 64,Normal,Crossing with ROW,automobile,speeding,Major
6689122,19,weekday,Rain,Dark,Wet,11.0,0.97,Intersection,Traffic Signal including Transit,Major Arterial,60,465.0,10.0,Residential,399,132,127,30 to 44,Normal,Crossing with ROW,automobile,aggressive driving,Major
6689123,19,weekday,Rain,Dark,Wet,11.0,0.97,Intersection,Traffic Signal including Transit,Major Arterial,60,465.0,10.0,Residential,399,132,127,45 to 64,Unknown,Crossing with ROW,automobile,aggressive driving,Major
6689150,21,weekday,Rain,Dark,Wet,11.1,0.97,Midblock,No Control,Major Arterial,60,252.0,62.0,Residential,963,688,620,Over 65,Unknown,Crossing with ROW and no control,automobile,speeding,Major
6225152,3,weekend,Clear,Dark,Dry,10.0,0.84,Intersection,Traffic Signal including Transit,Major Arterial,60,454.0,226.0,Mixed Use,568,406,257,15 to 29,Impaired - Alcohol (BAC = Normal),Crossing with ROW,automobile,aggressive driving,Major
6713011,21,weekday,Rain,Dark,Wet,11.1,0.97,Intersection,Traffic Signal including Transit,Major Arterial,60,313.0,107.0,Regeneration,2973,2014,1769,Over 65,Normal,Crossing with ROW,automobile,aggressive driving,Major
6806439,5,weekday,Rain,Dusk,Wet,10.6,1.0,Intersection,Traffic Signal including Transit,Major Arterial,60,411.0,248.0,Mixed Use,3548,2858,2214,30 to 44,Unknown,Crossing without ROW,automobile,speeding,Major
6805787,11,weekday,Clear,Daylight,Dry,11.3,0.86,Intersection,No Control,Major Arterial,60,221.0,281.0,Mixed Use,284,169,151,45 to 64,Distracted,Other,automobile,speeding,Major
6689759,6,weekday,Clear,Dark,Dry,9.5,0.87,Intersection,Traffic Signal including Transit,Major Arterial,60,370.0,407.0,Unknown,2513,1947,1628,15 to 29,Unknown,Crossing without ROW,truck,speeding,Fatal
6691177,15,weekday,Clear,Daylight,Dry,14.5,0.45,Intersection,No Control,Minor Arterial,60,210.0,23.0,Residential,386,151,144,45 to 64,Normal,Other,automobile,speeding,Major
6636675,21,weekday,Clear,Dark,Dry,3.7,0.94,Intersection,No Control,Collector,50,866.0,66.0,Mixed Use,3230,1572,1466,45 to 64,Normal,Crossing with ROW,automobile,aggressive driving,Major
6233481,18,weekend,Clear,Dark,Dry,7.4,0.74,Intersection,Traffic Signal including Transit,Major Arterial,60,869.0,32.0,Parks,964,364,352,30 to 44,Unknown,Crossing without ROW,automobile,speeding,Major
6691180,18,weekday,Clear,Dark,Dry,12.4,0.58,Intersection,Other Traffic Control,Collector,50,75.0,23.0,Residential,1668,1184,906,Over 65,Normal,Crossing with ROW,automobile,aggressive driving,Major
6805773,9,weekday,Rain,Daylight,Wet,7.2,0.98,Intersection,Other Traffic Control,Local,50,16.0,4.0,Residential,312,116,114,30 to 44,Unknown,Crossing with ROW,automobile,aggressive driving,Major
6692508,19,weekday,Rain,Dark,Wet,5.9,0.95,Intersection,No Control,Major Arterial,60,432.0,15.0,Residential,518,186,177,Over 65,Normal,Other,automobile,aggressive driving,Major
6692515,19,weekday,Rain,Dark,Wet,5.9,0.95,Midblock,No Control,Major Arterial,60,515.0,98.0,Parks,1930,1450,1137,Over 65,Distracted,Crossing with ROW and no control,automobile,speeding,Major
6613521,17,weekday,Clear,Daylight,Dry,15.9,0.56,Intersection,Pedestrian Crossover,Collector,50,129.0,12.0,Parks,1144,401,388,Unknown,Unknown,Unknown,automobile,speeding,Major
6256354,18,weekday,Rain,Dark,Wet,9.3,0.93,Intersection,Traffic Signal including Transit,Major Arterial,60,429.0,20.0,Residential,429,216,189,15 to 29,Normal,Crossing with ROW,automobile,aggressive driving,Major
6715488,15,weekday,Clear,Daylight,Dry,8.2,0.64,Intersection,Traffic Signal including Transit,Major Arterial,60,455.0,21.0,Residential,1373,453,432,Over 65,Normal,Crossing with ROW,automobile,aggressive driving,Major
6256355,18,weekday,Rain,Dark,Wet,9.3,0.93,Intersection,Traffic Signal including Transit,Major Arterial,60,429.0,20.0,Residential,429,216,189,45 to 64,Normal,Crossing with ROW,automobile,aggressive driving,Major
6617165,17,weekday,Clear,Daylight,Dry,6.0,0.76,Intersection,Traffic Signal including Transit,Major Arterial,60,415.0,54.0,Residential,1403,459,433,Under 15,Normal,Crossing without ROW,automobile,speeding,Major
6617160,19,weekday,Clear,Daylight,Dry,5.1,0.7,Midblock,No Control,Major Arterial,60,393.0,25.0,Residential,374,173,157,45 to 64,Distracted,Crossing with ROW and no control,automobile,speeding,Major
6628080,2,weekday,Rain,Dark,Wet,9.4,0.95,Intersection,Other Traffic Control,Local,50,13.0,2.0,Residential,440,196,187,15 to 29,Impaired - Alcohol (BAC = Normal),Other,automobile,speeding,Major
6645290,5,weekday,Clear,Daylight,Dry,9.4,0.62,Intersection,Traffic Signal including Transit,Major Arterial,60,740.0,35.0,Residential,543,231,214,30 to 44,Normal,Crossing with ROW,automobile,aggressive driving,Major
6624234,14,weekend,Clear,Daylight,Dry,15.2,0.62,Midblock,No Control,Minor Arterial,60,547.0,57.0,Residential,284,130,119,15 to 29,Distracted,Other,automobile,aggressive driving,Major
6229105,20,weekday,Rain,Dark,Wet,9.2,0.98,Midblock,No Control,Minor Arterial,60,850.0,63.0,Mixed Use,1410,471,457,15 to 29,Impaired - Alcohol (BAC = Normal),Crossing with ROW and no control,automobile,speeding,Major
6716775,20,weekend,Clear,Dark,Dry,5.4,0.8,Intersection,No Control,Major Arterial,60,801.0,93.0,Residential,648,211,189,45 to 64,Impaired - Alcohol (BAC = Normal),Crossing without ROW,automobile,speeding,Major
6221252,8,weekday,Rain,Daylight,Wet,8.6,0.97,Intersection,No Control,Minor Arterial,60,237.0,10.0,Residential,471,216,206,45 to 64,Unknown,Crossing with ROW and no control,truck,speeding,Fatal
6708784,20,weekend,Clear,Dark,Dry,8.0,0.8,Intersection,No Control,Major Arterial,60,347.0,16.0,Residential,579,204,189,45 to 64,Distracted,Crossing without ROW,automobile,speeding,Major
6280855,15,weekday,Clear,Daylight,Dry,8.2,0.74,Intersection,Traffic Signal including Transit,Major Arterial,60,575.0,33.0,Residential,664,282,264,15 to 29,Unknown,Crossing without ROW,automobile,speeding,Major
6806853,7,weekday,Clear,Dawn,Dry,2.4,0.83,Intersection,Traffic Signal including Transit,Major Arterial,60,663.0,178.0,Regeneration,783,395,363,45 to 64,Normal,Crossing with ROW,automobile,aggressive driving,Major
6696021,14,weekday,Clear,Daylight,Dry,8.8,0.48,Midblock,No Control,Major Arterial,60,439.0,20.0,Residential,547,269,251,Over 65,Normal,Crossing with ROW and no control,automobile,aggressive driving,Major
6645193,18,weekend,Clear,Daylight,Dry,14.6,0.57,Intersection,Traffic Signal including Transit,Major Arterial,60,342.0,35.0,Residential,485,268,244,15 to 29,Distracted,Crossing without ROW,automobile,speeding,Major
6626815,10,weekend,Rain,Daylight,Wet,9.0,0.89,Intersection,Traffic Signal including Transit,Major Arterial,60,366.0,194.0,Residential,653,336,314,Over 65,Normal,Crossing with ROW,automobile,aggressive driving,Major
6805961,22,weekend,Clear,Dark,Dry,7.8,0.82,Midblock,No Control,Major Arterial,60,522.0,288.0,Residential,764,423,399,15 to 29,Normal,Other,automobile,speeding,Minor
6805962,22,weekend,Clear,Dark,Dry,7.8,0.82,Midblock,No Control,Major Arterial,60,522.0,288.0,Residential,764,423,399,30 to 44,Normal,Other,automobile,speeding,Major
6221652,18,weekday,Clear,Daylight,Dry,8.3,0.72,Intersection,Traffic Signal including Transit,Major Arterial,60,640.0,43.0,Natural areas,1260,467,407,15 to 29,Distracted,Crossing without ROW,automobile,speeding,Major
6628317,12,weekday,Clear,Daylight,Wet,13.4,0.99,Intersection,Traffic Signal including Transit,Major Arterial,60,366.0,194.0,Residential,653,336,314,Over 65,Normal,Crossing with ROW,automobile,aggressive driving,Major
6225393,15,weekday,Rain,Daylight,Wet,13.2,0.95,Intersection,Traffic Signal including Transit,Major Arterial,60,446.0,62.0,Parks,2700,1191,1148,Over 65,Normal,Crossing with ROW,automobile,aggressive driving,Major
6697371,19,weekday,Clear,Dark,Dry,11.3,0.93,Intersection,No Control,Major Arterial,60,477.0,543.0,Mixed Use,374,203,175,Over 65,Normal,Crossing with ROW and no control,automobile,speeding,Major
6280548,18,weekday,Rain,Dark,Wet,12.3,0.99,Intersection,Other Traffic Control,Major Arterial,60,689.0,8.0,Residential,560,205,191,15 to 29,Normal,Crossing without ROW,automobile,speeding,Major
6628922,16,weekday,Rain,Daylight,Wet,19.5,0.88,Intersection,No Control,Major Arterial,60,399.0,21.0,Residential,521,212,200,45 to 64,Normal,Crossing with ROW and no control,automobile,aggressive driving,Major
6720982,18,weekday,Rain,Dark,Wet,12.9,0.93,Midblock,No Control,Major Arterial,60,846.0,76.0,Mixed Use,1678,1069,1022,45 to 64,Distracted,Crossing with ROW and no control,automobile,speeding,Major
6226426,17,weekday,Clear,Dark,Dry,-0.3,0.59,Intersection,Other Traffic Control,Local,50,27.0,7.0,Residential,505,225,205,Over 65,Normal,Crossing with ROW,automobile,aggressive driving,Fatal
6714109,6,weekday,Clear,Dark,Dry,2.2,0.89,Intersection,No Control,Major Arterial,60,464.0,21.0,Residential,275,97,93,45 to 64,Distracted,Crossing without ROW,automobile,speeding,Major
6804669,18,weekday,Clear,Daylight,Dry,20.1,0.79,Intersection,No Control,Minor Arterial,60,426.0,6.0,Residential,1999,876,839,Under 15,Normal,Crossing without ROW,automobile,aggressive driving,Major
6628924,19,weekday,Clear,Daylight,Dry,19.7,0.79,Midblock,No Control,Local,50,297.0,12.0,Residential,395,144,142,Over 65,Medical or Physical Disability,Other,automobile,speeding,Major
6721620,21,weekday,Clear,Dark,Dry,4.5,0.69,Intersection,Traffic Signal including Transit,Major Arterial,60,506.0,35.0,Mixed Use,1217,460,433,45 to 64,Impaired - Alcohol (BAC = Normal),Crossing with ROW,automobile,aggressive driving,Major
6630684,14,weekend,Clear,Daylight,Wet,16.3,0.91,Intersection,Traffic Signal including Transit,Major Arterial,60,534.0,46.0,Mixed Use,1141,437,407,45 to 64,Normal,Crossing with ROW and no control,automobile,speeding,Major
6698832,18,weekend,Clear,Dark,Dry,14.0,0.69,Midblock,No Control,Major Arterial,60,990.0,148.0,Residential,434,149,137,45 to 64,Distracted,Crossing with ROW and no control,automobile,speeding,Major
6649480,20,weekend,Clear,Dark,Dry,17.5,0.91,Midblock,No Control,Local,50,17.0,5.0,Residential,658,259,243,Under 15,Normal,Other,automobile,speeding,Major
6699902,10,weekday,Clear,Daylight,Dry,9.5,0.83,Intersection,Traffic Signal including Transit,Major Arterial,60,289.0,43.0,Residential,481,210,196,Over 65,Normal,Crossing without ROW,automobile,speeding,Major
6630751,13,weekday,Clear,Daylight,Dry,19.4,0.86,Intersection,Traffic Signal including Transit,Major Arterial,60,800.0,31.0,Residential,517,183,169,Over 65,Normal,Crossing without ROW,automobile,speeding,Major
6255927,20,weekday,Clear,Dark,Dry,-0.4,0.65,Intersection,Traffic Signal including Transit,Major Arterial,60,376.0,19.0,Residential,716,296,202,Over 65,Unknown,Crossing without ROW,automobile,speeding,Major
6280720,2,weekend,Clear,Dark,Dry,2.6,0.87,Midblock,No Control,Major Arterial,60,341.0,1032.0,Mixed Use,867,580,492,15 to 29,Impaired - Alcohol (BAC = Normal),Other,automobile,aggressive driving,Major
